,ID,text,tag_tamara,tag_katja,comments_tamara,comments_katja,flagged_tamara,flagged_katja,chair,final_tag
824,ParlaMint-SI_2009-05-20-SDZ5-Redna-06.u253,Besedo ima gospa Andreja Črnak.,P_Neutral,P_Neutral,Procedural,,,,True,
825,ParlaMint-SI_2010-11-19-SDZ5-Redna-22.u59,"Hvala lepa. Želi še kdo razpravljati? Ja, najprej Jožef Jerovšek, potem pa državni sekretar. Prosim, gospod Jerovšek.",P_Neutral,P_Neutral,Procedural,,,,True,
826,ParlaMint-SI_2002-01-30-SDZ3-Redna-12.u166,"Hvala za besedo, gospod podpredsednik. Najbrž se še zadnjič oglašam na to temo. Kot je kolega Vizjak malo prej povedal, mi obravnavamo sistemski zakon in zelo dobro je, da bi to upoštevali tudi pri tistih členih, ki morda posamezni, glede na vsebino člena, meni nekoliko drugače kot njegov kolega. Osnovni člen govori seveda tako kot govori tudi po predlogu amandmaja, obveznost obveščanja in posvetovanja delodajalca z delavci takrat, ko se predvideva prenehanje potreb po delavcu. Osnovni člen je seveda govoril predvsem v tem tekstu, kot govori tudi amandma vlade, s tem da je povedal v zadnjem stavku tudi to. Če tega ni, pa svet delavcev ali delavskega zaupnika, pa tega je seveda sindikat, kadar v eni organizaciji ni sindikata, so v tem primeru, kot je vlada posegla z amandmajem, delavci postavljeni v krepko neenakost pred zakonom. To je protiustavna kategorija. V primeru, ko je nek ""zlizan"" sindikat, če temu v narekovaju rečem, v neki organizaciji, ima pravico biti delavec obveščen o tem, da mu preneha delovno razmerje in tako naprej, ko ga pa ni, pa te pravice nima. Jaz se pač s tem soočim kot z dejstvom. Ampak eno bom povedal, čista štitucionalizacija nekih sindikalnih central, ki imajo več ali manj vsaka svojega političnega botra in deluje krovno, kot jih zakon vzpostavlja, status vodi k temu, da bodo nekateri delavci praktično še veliko manj zaščiteni v svojih pravicah iz delovnega razmerja, kot so že sedaj. Jaz sem s tem končal in končam z željo, da bi v tiste nekatere evidentno sprejemljive člene pa le vključili tudi pristojnosti ali pravice, da v korist enega delavca, ki nima drugačne zaščite, le vključimo tudi zagovorništvo v naslovu sveta delavcev oziroma njegovega zaupnika. Hvala lepa.",M_Positive,Negative,"Very mixed, but positive prevails. ",,1.0,,False,
827,ParlaMint-SI_2008-06-26-SDZ4-Redna-40.u120,Hvala. Gospod Veršnik.,P_Neutral,P_Neutral,Procedural,,,,True,
828,ParlaMint-SI_2007-11-28-SDZ4-Izredna-30.u635,"Gospod Cukjati, natančno to razlagam. Ob tistem zakonu je minister rekel, da ni potrebno v zakonu tega zagotoviti, da je to mogoče s proračunom in drugimi instrumenti. Sedaj smo v situaciji, da proračun lahko sprejme povečano postavko. Pridružujem se gospodu Cviklu, ki ste ga prej neupravičeno ukorili, da ne razlaga vsebinsko amandmajev. Lahko bi se vsaj hipotetično postavili v situacijo, da bi o tem morali glasovati že kot bodoča opozicija. Tudi zato dajte ta predlog podpreti.",M_Negative,Negative,"A bit defensive, but asks for support. ",,,,False,
829,ParlaMint-SI_2016-12-15-SDZ7-Redna-25.u64,"Hvala. Ko mene vprašajo, s kom bi delal vlado, po navadi rečem z gospo Ljudmilo. Pa me gledajo po strani, pa mislim resno, ker se je gospa kot političarka naredila. To je bil zdaj kompliment, Ljudmila, in se strinjam s tem. Kolegica je zelo lepo povedala. Tudi jaz prihajam iz te regije. Maribor, 18. stran današnjega Večera: V Hočah razprava o celostni prometni strategiji. Kako naj gospod Soršak z ekipo dela CPS, če mi tukaj ne vemo, koliko bo teh delovnih mest. Jaz prihajam iz prostorske stroke in po najboljših močeh tukaj delam in delujem – in sedaj bom ekoterorist gor in dol – in ko nekaj vsebinskega postopkovno predlagam, kao kršim poslovnik. Moj postopkovni predlog je: ali upoštevamo priporočilo izkušane političarke, gospe Ljudmile, ali pa predsedujoči navsezadnje omogočate ali slišite tudi vsebinske poante postopkovnega. Pa ne mi tega zameriti. Če boste danes izvoljeni na neko drugo funkcijo, boste morali tam tudi to početi in bo verjetno enako zahtevno kot v Državnem zboru. Hvala.",Negative,M_Negative,Loaded.,"Could also be entirely Negative, but due to the first very positive part, I think it is Mixed.",,,False,
830,ParlaMint-SI_2007-10-29-SDZ4-Redna-32.u32,"Hvala lepa za besedo. Lep pozdrav vsem. Novela zakona prinaša veliko sprememb, saj so socialni partnerji, Vlada, delodajalci in sindikalisti novelo pripravljali in usklajevali z željo po večji prožnosti in mobilnosti na trgu dela in hkrati z željo, da zagotovijo ustrezno socialno varnost. Sama sem pogrešala podporo medijev, ki so imeli in še imajo idealno priložnost, da skupaj z ostalimi akterji odigrajo svojo vlogo in javnosti predstavijo glavne spremembe zakona. Naj povem ob tem, da bomo v Poslanski skupini SDS novelo zakona podprli, saj vključuje kar nekaj določil koalicijske pogodbe, ter da je novela odraz uspešnega dogovora socialnih partnerjev, moj tudi naštejem: spodbuja se zaposlovanje za nedoločen čas in hkrati omogoča vse ostale možne fleksibilne oblike zaposlovanja, ustvarja se fleksibilnost pri razporejanju in določanju delovnega časa, zagotavlja se ustrezno varstvo pred odpovedjo, skrajšuje se zakonsko predpisani najkrajši rok, v katerem se mora delavec prijaviti na objavo prostega dela, po noveli mora delodajalec obvestiti tudi začasne delavce o prostih delih oziroma o objavi prostih del za nedoločen čas ali s polnim delovnim časom. Primeri za suzpenz pogodbe o zaposlitvi se lahko določijo tudi s kolektivno pogodbo ali pogodbo o zaposlitvi, na novo se vključuje delo na daljavo, jasneje se zagotavlja načelo sorazmernosti pravic zaposlenih s krajšim delovnim časom glede na dolžino delovnega časa, jasnejše so postavljene zaveze delavca in delodajalca ob odpovedi pogodbe o zaposlitvi z istočasno ponudbo druge ustrezne zaposlitve. Rešuje se problematika izvedbe in učinkovanje izredne odpovedi v primeru neopravičenega izostanka delavca z dela, prihaja do poenotenja odpovednih rokov v primeru odpovedi iz poslovnih razlogov, vzroki, ki veljajo ob odpovedi iz razlogov nesposobnosti. Upoštevajo se sedaj veljavni roki za primer odpovedi iz razloga nesposobnosti. Učinkoviteje se razrešuje vprašanje zagotavljanja posebnega varstva pred odpovedjo starejših delavcev, invalidov ter delavcev, ki so v času in še po izteku odpovednega roka odsotni z dela iz zdravstvenih razlogov, ter delavcev s starševskimi obveznostmi, razrešuje se vprašanje upravičenosti do odpravnine ob uveljavitvi pravice do delne starostne pokojnine, vzpostavljajo se dodatni mehanizmi za lažje usklajevanje družinskega in poklicnega življenja, znižuje se letno število nadur, ki jih je delavec dolžan opraviti na podlagi odredbe delodajalca, in ureditev možnosti za daljše nadurno delo. Letna časovna omejitev nadurnega dela se iz 180 ur zmanjšuje na 170, lahko pa s soglasjem delavca traja dalj, vendar skupaj največ 230 ur na leto. Določajo se širše in jasnejše možnosti ukrepanja inšpektorjev za delo, opušča se delovna knjižnica kot obvezen dokument delavca, nadomestil se bo s kartico, s katero bi bil možen dostop do originalnih podatkov v javnopravnih bazah podatkov s 1.1.2009. Prenos podjetja ali dela podjetja sam po sebi ne predstavlja podlage za odpuščanje, podaljšuje se varstvo staršev, ki koristijo starševski dopust v obliki polne odsotnosti z dela še en mesec po vrnitvi na delo. Starejši delavec, ki se po upokojitvi ponovno zaposli, nima pravice do ponovne odpravnine ob prenehanju pogodbe o zaposlitvi. Dolžnost obveščanja delavcev o odmeri letnega dopusta je vključena v zakon. Staršem se daje pravica, da lahko vsaj teden dni letnega dopusta izrabijo v času šolskih počitnic, če imajo šoloobvezne otroke. Razširja se možnost nadaljnjega dela starejšega delavca, ki se delno upokoji, ne samo na svojem delavnem mestu, ampak tudi na drugem ustreznem delovnem mestu. To poleg še ostalih manjših sprememb je razlog, da bomo v Poslanski skupini Slovenske demokratske stranke novelo zakona podprli v upanju, da bodo delavci predvsem pa delodajalci znali najti ustrezno pot med fleksibilnostjo in socialno varnostjo, seveda v skladu z zakonom.",Positive,Positive,Support and positive thinking.,,,,False,
831,ParlaMint-SI_2011-03-28-SDZ5-Redna-26.u229,"Hvala lepa. Tudi jaz rada pohvalim policijo, mislim, da dobro dela, ampak nikoli ni tako dobra, da ne bi mogla biti še boljša. Kot ste sami rekli, kar 11 let ni bila spremenjena ta uredba, življenje gre dalje, organizacija gre dalje, raste, se spreminja in vsake toliko časa jo je treba prevetriti. Policija sama, ti isti strokovnjaki, ki ste jim pač izrekli pohvalo za dobro delo, je v prvi polovici prejšnjega leta naredila natančno analizo varovanja, kako se to izvaja v tujini, pogledala je tudi primerjalno ureditev v nekaterih primerljivih državah v Evropski uniji, med temi lahko naštejem Avstrijo, Belgijo, Ciper, Dansko, Francijo, Irsko, Luksemburg, Malto, Španijo, Švedsko, torej kar nek širok krog držav so vzeli, ki so jih analizirali pri presoji, ali je naša ureditev še ustrezna. Pri tem je ta strokovna skupina ugotovila, da v nekaterih primerih ureditev ni ustrezna in da se jo da izboljšati. Cilj tega je bil seveda še boljše načrtovanje varovanja, še večja optimizacija, pa tudi racionalizacija stroškov. Novosti je kar nekaj. Nekaj ste jih že sami našteli. Mogoče jih še nekaj sama povem, tudi najpomembnejše, nove so tudi manjše, ki jih mogoče ne bi tukaj izpostavljala, ampak najpomembnejše: novodefinirana oblika varovanja, operativno varovanje, ki izhaja iz prejšnje oblike preventivno operativnega varovanja, poleg ocene ogroženosti, ki predstavlja izhodišče za izvedbo varovanja, uvaja tudi varnostno informacijo, ki zagotavlja višjo operativnost in varnost. Uredba prinaša tudi spremembe, ki se nanašajo na stopnje varovanja, neposredno fizično varovanje, kot ste sami rekli, skrajšujejo se določene dolžine varovanja po izteku mandata. Ocena je bila, da ni treba, da je pri predsedniku Vlade šest mesecev in pri ostalih ministrih tri mesece, ampak se to pač skrajšuje približno za polovico, to je tudi dosti podobno temu, kako imajo to urejeno v tujini. Nekatera varovanja se bolj natančno urejajo in se prilagajo temu, kar se je v praksi že razvilo. Skratka, kar veliko stvari se je, ne bistveno, spremenilo, je pa bolj jasno, bolj natančno in v skladu s tem, kar je praksa prinesla. Ena od sprememb, ne pa seveda edina, v tej uredbi je bila tudi ta, ki ste jo vi omenili, da se varovana oseba lahko v določenem primeru, kadar je seveda tudi ocena te službe, da je to mogoče, odpove varovanju za določeno krajše obdobje. To samo po sebi ne bi smelo biti sporno, glede na to, da je tudi sicer mogoča odpoved varovanja v celoti. Torej, če gremo po tem principu od večjega na manjše, je tudi odpoved varovanja v manjšem delu, seveda, ob poznavanju problematike s strani centra in predhodnem obvestilu, da je taka odpoved zaželena. Skratka, enostavna želja urediti uredbo po 11 letih, jo prilagoditi vsemu temu, kar je ta isti urad ugotovil za ali problematično ali za potrebno boljše ureditve, in glede na to, da je to vsebina, ki so jo predlagali strokovnjaki iz tega urada, pač ne vidim problema, zakaj je ne bi kot take upoštevali in tudi vnesli v pozitivno zakonodajo. Hvala lepa.",M_Positive,Positive,"Some negativity, but I think overall the speaker is hopeful for a better change and supports the police. ","This to me is positive throughout, at points a bit more weak, as the speaker outlines the new and improved points.",,,False,
832,ParlaMint-SI_2005-12-14-SDZ4-Redna-12.u182,"Hvala lepa. Vprašala sem vas: Kakšno je pravzaprav vaše stališče do tega, da bi se kazenski zakonik razširil v tem delu? Pa bom še enkrat povedala - razširitev kazenskega zakonika z obveznim preverjanjem delojemalcev pred zaposlitvijo oziroma sklenitvijo pogodbe za učna, vzgojna, varstvena in skrbniška področja. 24.10.2005 ste konkretno na moje poslansko vprašanje odgovorili, da kazenski zakonik daje pravno podlago področni zakonodaji. Razumljivo mi sicer je, da mora področju zakonodaja, posebej na področju vzgoje in izobraževanja, tudi prostočasnih oziroma šolskih in obšolskih dejavnosti in ne nazadnje tudi za skrbniška in rejniška razmerja, urediti to področje. Pa vendar, sami ste dejali, da kazenski zakonik daje pravno podlago področni zakonodaji. In dovolite, nakazali ste sicer, da naj bi se zakoni uredili po posameznih ministrstvih. Zanima pa me: Kakšno je vaše stališče glede generalnega zakona, ki bi poleg institucionalnega varstva zajemal tudi, kot sem že prej dejala, prostočasne in ostale obšolske dejavnosti? Govorim seveda v povezavi z obveznim preverjanjem osebe, ki se zaposli, zaposli v narekovajih, skratka sklene pogodbo na delovnem mestu, ki je povezano z vzgojo in izobraževanjem in seveda posledično tudi kazensko odgovornostjo delodajalcev v primeru, ko krši določila z obveznim preverjanjem. Govorim pravzaprav tudi o ustreznosti tistega, ki skrbi za otroka, ne zgolj o njegovi kaznovanosti.",Negative,Negative,Defensive and loaded questions. ,"Could also be M_Negative, as the first part might not be inherently negative.",1.0,1.0,False,
833,ParlaMint-SI_2008-03-25-SDZ4-Redna-37.u263,"Hvala lepa. Ker je tema pomembna, bi v skladu z drugim odstavkom 246. člena Poslovnika prosil, da se o tem opravi tudi razprava na naslednji seji v Državnem zboru. Gre za pomembno vprašanje in če sem prav razumel ministra za kulturo, da je država pripravljena na sodelovanje boljše, kot je bila do sedaj, potem je brez dvoma čas, da se usedemo in zadevo razrešimo naprej. Vendar če, recimo, vzdrževanje in priprava samega prostora stane občino vsaj 5.000 evrov in nam ministrstvo za to nameni borih 1.500 evrov, potem to ni to, ker mi kot občina lahko naredimo [[...]]Ja, seveda, gospod minister, denar je problem! 50 let starih zidov zastonj ne moreš vzdrževati! Zbirka, ki plesni v neki stari zapuščeni karavli, ni ogledalo in ponos Slovenije, za to gre. Mi smo pripravljeni vložiti delo, trud in energijo. Tujca, ki pride iz Francije, iz Poljske, iz Tržiča peljemo za en evro tja in smo tri ure z njim, mu razkažemo, povemo zgodovino. Vendar za tisto, kar pa propada, tam, kjer se pasejo po taborišču in rijejo prašiči in krave, za tiste velike zgodbe pa prosim za pomoč državo, nič več. Vprašanje ni bilo ne zlonamerno ne očitajoče, vendar pričakujem v naslednjih tednih sestanek na ministrstvu; če tega ne bo, potem mislim, da bomo na to morali opozoriti junija, ko bo tam proslava. In vabim, da pride kdo od ministrov tudi na to mesto, da pride, recimo, zunanji minister Dimitrij Rupel in tja povabi še kakšnega kolega. Tam je umrlo kar nekaj Poljakov, Francozov in drugih, zato dajmo temu mestu nek dostojen pečat. Seveda, kultura je na eni strani tudi strošek, ki pa ne more biti v celoti ali pa v večini prevaljen na lokalno skupnost, ker gre za spomenik državnega pomena, zelo preprosto.",Negative,Negative,Extremly negative and a bit charged towards certain groups of people.,Accusatory and negative,,,False,
834,ParlaMint-SI_2013-03-05-SDZ6-Izredna-29.u20,Hvala tudi vam. V imenu Poslanske skupine Pozitivne Slovenije ima besedo mag. Barbara Žgajner Tavš.,P_Neutral,P_Neutral,Procedural,,,,True,
835,ParlaMint-SI_2011-04-21-SDZ5-Redna-27.u48,"Hvala za besedo, gospod podpredsednik. Lep pozdrav državni sekretarki in sodelavki, kolegice in kolegi! Intenca noveliranja Zakona o bančništvu zasleduje načelo preprečevanja konflikta interesov članov, organov upravljanja in nadzora poslovnih bank. Gre predvsem za banke v večinski lasti države. S tem naj bi se zmanjšala možnost konflikta interesov članov organov upravljanja in nadzora finančnih družb, ki delujejo v tujini in v katerih imajo prevladujoč delež banke s sedežem v Republiki Sloveniji. Predlagatelj v bistvu na zakonsko raven povzdiguje določilo kodeksa o upravljanju javnih delniških družb glede poslovanja banke s strani članov uprave in članov nadzornega sveta ter določilo glede zahteve po razkritju informacij bank v poslovnih stikih članov nadzornega sveta, ki so jih imeli z banko ali v banki podrejeno družbo. Nedvomno drži trditev predlagatelja, da je v tem poslovnem svetu nujno konflikt interesov preprečevati, da zasebni interesi ne vplivajo na nepristransko in objektivno odločanje teh oseb. Glede tega je treba upoštevati ne zgolj neposredni konflikt interesov, temveč tudi okoliščine, pri katerih ima ta oseba zasebni interes, ki je tak, da vpliva ali ustvarja videz, da vpliva na nepristransko in objektivno postopanje v okviru nalog člana uprave ali nadzornega organa banke. Tovrstnih konfliktom se je treba izogniti, kar terjajo zdravi odnosi v poslovnem svetu. V Poslanski skupini DeSUS trdimo in trdno stojimo za stališčem, da je treba tovrstne vplive ne samo sankcionirati, temveč predvsem preprečevati, torej sprejeti in postopati po takih pravilih, ki bi onemogočali, da bi do interesov konfliktov sploh prišlo. Predlagane rešitve so primerne za podporo in z naše strani jo bodo tudi deležne. Smo pa naklonjeni tudi rešitvi, ki izhaja iz amandmaja, katerega sopodpisniki smo, saj primerneje opredeljuje dikcijo opredelitve oseb, na katere se nanaša zahteva po razkritjih. Zato tudi mi predlagamo, da ta amandma podprete. Hvala.",M_Positive,M_Negative,"Support, but  the theme is rather negative. It just doesn't feel neither neutral, nor fully positive. ","Wile the first part seems very neutral (presentation of the intention behind the changes), and why this is supported by the speaker. In the second part goes into very negative speech. But if we interpret the first part as slightly negative due to negative topic, it could also be Negative.",1.0,,False,
836,ParlaMint-SI_2021-11-15-SDZ8-Redna-27.u91,"Hvala lepa. O vašem predlogu bo Državni zbor odločil v četrtek, 18. novembra 2021, v okviru glasovanj. Poslanka Tadeja Šuštar Zalar bo postavila vprašanje ministru za infrastrukturo Jerneju Vrtovcu. Izvolite.",P_Neutral,P_Neutral,Procedural,,,,True,
837,ParlaMint-SI_2003-11-25-SDZ3-Redna-31.u328,Hvala. Franc Sušnik.,P_Neutral,P_Neutral,Procedural,,,,True,
838,ParlaMint-SI_2021-07-06-SDZ8-Redna-24.u66,Hvala lepa. Naslednja ima besedo kolegica Mojca Škrinjar.,P_Neutral,P_Neutral,Procedural,,,,True,
839,ParlaMint-SI_2011-10-11-SDZ5-Izredna-48.u98,"Gospod Pukšič, dajmo se spomniti na to, o čemer razpravljamo.",P_Neutral,N_Neutral,Procedural,"Warning to the speaker, but could also be Negative",,1.0,True,
840,ParlaMint-SI_2010-07-14-SDZ5-Redna-19.u67,"Vsi prijavljeni razpravljavci, ki ste to želeli, ste dobili besedo. Ker čas določen za razpravo še ni potekel, sprašujem, ali želi na podlagi prvega odstavka 71. člena Poslovnika Državnega zbora še kdo razpravljati? Odpiram prijavo. Štirje. Trenutek, da vam povem, koliko boste imeli časa. Vsak razpravljavec ima na voljo 4 minute 47. Izvolite.",P_Neutral,P_Neutral,Procedural,,,,True,
841,ParlaMint-SI_2018-12-13-SDZ8-Izredna-17.u26,"Hvala lepa za besedo! Spoštovani! Odbor za delo, družino, socialne zadeve in invalide je na 8. nujni seji kot matično delovno telo obravnaval Predlog zakona o spremembah Zakona o minimalni plači, ki ga je Državnemu zboru v obravnavo in sprejetje predložila skupina poslank in poslancev s prvopodpisanim Luko Mescem. Državni zbor je na 15. izredni seji dne 29. novembra 2018 sprejel sklep, da je predlog zakona primeren za nadaljnjo obravnavo. Pri delu odbora so sodelovali predstavnik predlagatelja, predstavniki Vlade, predstavniki delodajalcev, zbornic, predstavniki sindikatov ter drugi predstavniki civilne družbe oziroma nevladnega sektorja. Odboru je bilo posredovano številno gradivo, med drugim različne pripombe, stališča in predlogi zbornic in sindikatov o nepodpori oziroma o podpori predlogu zakona, pa tudi stališče nacionalnega zagovorniškega nevladnega centra, ki predlog zakona podpirajo. Zakonodajno-pravna služba je predlog zakona preučila z vidika njegove skladnosti z ustavo, pravnim sistemom in z zakonodajno-tehničnega vidika in dala pripombe. Odbor je prejel tudi mnenje Komisije Državnega sveta za socialno varstvo, delo, zdravstvo in invalide, ki predlog zakona podpira, posebej varovalke za ohranitev minimalne plače nad ravnjo življenjskih stroškov, kar bo tudi zmanjšalo pritisk na socialno politiko. Vlada v svojem mnenju podpira cilje predlaganih sprememb zakona, a se hkrati zavzema za prehodno obdobje, saj bi nagli skok lahko predstavljal problem pri prilagajanju gospodarstva. Amandmaje, ki so bili pripravljeni na podlagi mnenja Zakonodajno-pravne službe, je vložila Poslanska skupina Levica, dva amandmaja pa sta vložena tudi s strani poslanskih skupin koalicije. Odbor je po končani razpravi vse amandmaje tudi sprejel. Predstavnik predlagateljev je v uvodni obrazložitvi na kratko predstavil predlog zakona, predstavnica Zakonodajno-pravne službe je povedala, da so z amandmaji nekatere njihove pripombe upoštevane. Ob predstavitvi mnenj in stališč strokovne in zainteresirane javnosti so predstavniki delojemalcev izrazili podporo predlogu zakona in opozorili na več let trajajočo nepripravljenost delodajalske strani za dogovor. Socialna varovalka za določitev minimalne plače naj bi omogočala, da nihče, ki je zaposlen za polni delovni čas, ne bi živel pod pragom revščine. Nasprotno pa so delodajalci opozarjali, da bo dvig minimalne plače ogrozil konkurenčnost v nekaterih panogah gospodarstva, ogrožena bodo delovna mesta, nekatera podjetja pa zaradi dviga stroškov dela ne bodo mogla preživeti na trgu. V razpravi je bilo poudarjeno, da prihodnost države ni v nizko plačani delovni sili, ampak bi morala biti podjetja pripravljena, da vlagajo v delavce. Plača ni glavni motivator, je pa lahko glavni demotivator. Vsi delavci bi morali biti dostojno plačani za delo, ki ga opravljajo. Treba je ustvarjati pogoje za usmeritev v inovativno gospodarstvo, ustaviti beg možganov in beg delavec v tujino. Manjka pa pravi socialni dialog. V bodoče bi se morali vsi akterji veliko bolj potruditi, saj kljub spremembam zakonodaje za dogovor ostaja še veliko prostora. Izpostavljeno je bilo tudi vprašanje, zakaj revnim ne pomagamo z drugimi možnimi ukrepi, kot so manjša obdavčitev plač, znižanje kriterijev za otroške dodatke in podobno, saj z določitvijo tako visoke minimalne plače lahko privede do plačilnih nesorazmerij. Glede izločitve vseh dodatkov – delovna doba, težji pogoji dela, del plače za delovno uspešnost in plačilo za poslovno uspešnost – iz definicije minimalne plače so se razpravljavcih strinjali, da je to primerno, vendar tudi izrazili pomislek glede učinkov. Starejši delavci z visokim dodatkom za delovno dobo bodo tako težje zaposljivi. Argumenti, da bo dvig minimalne plače povzročil zapiranje nekaterih podjetij, zahteva dodaten premislek v smer drugačnega vodenja in usmeritve poslovne politike tovrstnih podjetij. Ostaja veliko odprtih vprašanj, ki jih zgolj dvig minimalne plače ne bo rešil. Razpravljavci so bili mnenja, da zvišanje minimalne plače ne bo ogrozilo gospodarstva, in opozorili, da je socialni dialog v Sloveniji prešibak. Ni dobro, da mora politika posegati v višino minimalne plače, saj bi moralo gospodarstvo le-to samo regulirati. Odbor je glasoval o vseh členih predloga zakona ter jih soglasno, 11 za, 0 proti, sprejel. Glede na sprejeti amandma je tudi pripravljen dopolnjen predlog. Hvala.",M_Negative,P_Neutral,"Some just factual report and some negativity, especially in theme. Could be N_Neutral.","I would guess this is chair, summarizing the events of the day and seems very neutral (as indicated by the use of pasive voice).",1.0,,False,
842,ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u60,"Hvala lepa za besedo, spoštovani gospod podpredsednik. Kolegice in kolegi! Ja, prav en šov imamo danes tukaj. Glejte, zjutraj, ko sem se zbudil, sem se vprašal, zakaj sem šel v politiko in kakšna so moja načela. Najprej zato, ker še vedno upam, da lahko mladi, ki so neobremenjeni z neko staro politiko, zgodbami in pa z deljenjem, in spoštovani kolegi, verjemite mi, da je pri meni tako, nenazadnje sem edini v tem Državnem zboru, ki je rojen v samostojni Sloveniji, in da je ta politika politika, ki vedno znova pricurlja na površje, politika starih osebnih interesov, pač pase in da mladi, ki razmišljajo o prihodnosti in lahko s sodelovanjem in konstruktivnim delom tudi pripomorejo ali pa, če želite, pripomoremo k razvoju naše države. In kot drugo, zato ker se žal še vedno v naši državi premalo posvečamo ključnim vprašanjem. Današnji proces je vsekakor povsem legitimen in normalen demokratični proces, tega ne zanika nihče. Vsekakor pa tako sam kot tudi v LMŠ spoštujemo odločitve političnih strank. Namreč, medsebojno spoštovanje in pa spoštovanje odločitev je ključno za ustrezen odnos v vseh institucijah. To pa vsekakor ne pomeni, da določene odločitve razumem ali pa se z njimi strinjam. Situacija, ki jo pač imamo, je pripeljala do boja za politično preživetje in pa obstoj in to, kar nekateri poslanci počnejo danes, pravzaprav spominja na tragikomedijo. Spoštovana gospa Sluga, ki je pač ni več v dvorani, je rekla, da so jo ljudje izvolili za to, da se pogovarja. Pozablja pa na to, da so jo takrat ljudje izvolili oziroma njeno stranko zato, ker je govorila, da z vlado, ki jo bo vodil Janez Janša, ne gredo. In gospod Samo Bevk govori, da LMŠ razpada, daleč od tega. Je pa razpad verjetno kje drugje, to pa se lahko strinjamo. Izdaja lastnih načel in pa predvsem volivcev ter dvoličnost je danes tako groteskna in jaz upam samo to, da ljudje pomnijo. In še enkrat, ja, imamo različne interese, imamo različne ideologije in prav je, da jih v tem hramu demokracije tudi soočamo, a na način, kot je bilo to v predvolilnem času zapisano v programu, in pa na način, ki smo ga obljubili volivcem. V nasprotnem primeru je pač čas za predčasne volitve. No in ker očitno na tej točki ne bomo do konca mandata, naj se sedaj dotaknem še kandidata in pa koalicijske pogodbe. Ne glede na to, da so volitve tajne, povem, tako kot nekateri drugi, da kandidata ne bom podprl. Ne morem pa ga podpreti predvsem zato, ker kandidat posredno ali pa neposredno krši neke osnovne demokratične temelje. Glede na videno v osnutku koalicijske pogodbe pa se vprašam, kje so zdaj vsi tisti visoko opevani ukrepi in opevane reforme, ki nam jih je stranka SDS ves čas metala pod nos, češ, da se ni naredilo nič. Pod točko 2 v tem osnutku koalicijske pogodbe se oprete na mlade, a glej ga zlomka, potem jih omenite v celem besedilu zgolj v eni besedi, tam, kjer se mladi dotikajo stanovanj. Kandidat, zaenkrat še kolega poslanec, je v nagovoru povedal, koliko preštevilnih zakonov in podzakonskih aktov imamo v tej državi, a še slabega pol leta nazaj ste, spoštovani kolegi iz SDS in še nekateri drugi odhajajoči, Vladi očitali nedelo, saj da vloži premalo zakonov in pa sprememb. Morda pa je pač delala zgolj bolj učinkovito, kdo ve. In nenazadnje je manjšinska vlada pod vodstvom Marjana Šarca – in ja, potrebni so bili kompromisi, to vemo vsi, številna usklajevanja, bilo je naporno – sprejela nekaj ukrepov, predvsem tudi proračun 2020–2021, izkazuje presežek, dvignili smo pokojnine, z davčnim rekonstruiranjem smo razbremenili delo, razbremenili smo tudi regres, od katerega imamo vsi zaposleni in mislim, da se tukaj lahko strinjamo, vsi, odpravili varčevalne ukrepe na področju družinskih prejemkov, uredili številna državna področja in pa sprejeli druge ukrepe. O podrobnostih in pa številkah danes ne bom, ker menim, da je za to še čas. Ja, želja je veliko, realnost pa je velikokrat drugačna. Poglejte, evalvacijo dela nove Vlade Republike Slovenije in pa zapisanih zavez bomo seveda opravili, ko boste z delom zaključili. Predvsem pa bodo ta vaša dejanja sodili volivci. Naša hiša, torej LMŠ, stoji na trdnih temeljih vrednot, na temeljih, ki jih močno držimo poslanci in pa skupnost ljudi, ki LMŠ sestavljajo, in bomo tudi konstruktivno zasledovali delo v opoziciji. Povedal bi lahko še veliko, pa bom zaključil, da bodo priložnost dobili še nekateri moji kolegi. Z velikim zanimanjem bom resnično spremljal delo prihajajoče vlade in pa stranke, ki so v to vlado vstopile, in bom, tako kot sem zdaj, jasno opozoril in nasprotoval tistim ukrepom, za katere bom presodil, da so škodljivi za državo, in pa bom podprl tiste, ki bodo ustrezni, ker je to namreč državotvorno. Izvoljeni smo od ljudi za ljudi in tega se bom jaz držal, dokler bom tu. Nekateri pa so ali pa pač ste to že davno pozabili. Ja, drži, lepo zavit bombon na prvi pogled zgleda odlično, ko ga pa zagrizeš, ti je morda žal pa včasih ostane grenak priokus. Jaz gospodu kandidatu, čeprav ga tukaj sedaj ni, želim uspešno delo predvsem v koristi Slovenije. Hvala lepa.",M_Negative,M_Negative,"Very mixed, but a bit confusing.","Overall negative with speaker expressing that he will not support the candidate. However, throughout the speech there are slight positive notions. But could also be Negative.",1.0,1.0,False,
843,ParlaMint-SI_2022-03-11-SDZ8-Izredna-98.u104,Tako ja.,P_Neutral,P_Neutral,No context.,"Not enough context, seems neutral",,,False,
