ID,Text,Annotation,Comments,Flag,Chair,Annotation values
ParlaMint-SI_2012-07-18-SDZ6-Izredna-16.u124,"Spoštovani gospod predsedujoči, spoštovane poslanke in poslanci! Kot smo že opozorili v okviru splošne razprave o zakonu, ki je pred vami, je imela Vlada nad postopkom izvedbe projekta pomisleke, zato je sprejela več sklepov o pogojih dokončanja projekta. V četrtek, 17. maja, je Vlada v zakonodajni postopek vložila predlog amandmaja, ki vsebuje navedene zahteve. TEŠ se bo v pogodbi z Republiko Slovenijo moral zavezati o okvirih izvedbe projekta. Ta amandma Vlade je bil sprejet na seji matičnega delovnega telesa. Vlada se je na seji 12. 7. seznanila z informacijo o izpolnjevanju pogojev, ki jih je naložila investitorju. Ministrstvo za infrastrukturo in prostor kot resorno ministrstvo je ugotovilo, da je investitor sledil sklepom Vlade in opravil številne aktivnosti v smislu optimiziranja stroškov projekta. Hkrati je predlagalo, da se v zakonu sprejme ustrezen amandma, ki Vladi omogoča, da tudi ne podpiše ustrezne pogodbe, če se v času do podpisa pogodbe vrednost projekta poviša. Tak amandma je bil na seji pristojnega delovnega telesa tudi sprejet. Dodatno je matično delovno telo sprejelo še sklepe, po katerih mora TEŠ pred podpisom poroštvene pogodbe sprejeti nov investicijski program v peti verziji, ki ga morata potrditi nadzorna sveta TEŠ in HSE, potrditi pa ga mora neodvisni recenzent. Na podlagi tega bo Vlada lahko preverila, ali so izpolnjene njene zahteve, ki so določene v zakonu. Če povzamem, zakon v besedilu, kot je bilo spremenjeno z amandmajem Vlade in amandmajem odbora, Vladi na bo nalagal avtomatične pravne obveznosti izdaje poroštva, temveč jo bo zavezoval, da mora pred izdajo, prvič, s TEŠ skleniti posebno pogodbo in, drugič, preveriti, ali so izpolnjeni vsi pogoji, ki jih zahteva.",P_Neutral,"Speaker presenting and explaining the bill. I do not sense explicit speaker position or sentiment, mostly as we cannot discern from the text, if the speaker belongs to the Government or not. So due to the above, I would say this is relatively neutral.",TRUE,FALSE,
ParlaMint-SI_2006-01-20-SDZ4-Izredna-15.u18,"Hvala lepa za besedo, gospod predsednik. Spoštovani minister, spoštovane kolegice in kolegi! Danes po nujnem postopku obravnavamo zakon o spremembah in dopolnitvah zakona o zdravstvenem varstvu in zdravstvenem zavarovanju. Zakaj po nujnem postopku? Zopet se je pokazalo, da je zakonodaja, ki ureja Vzajemno zdravstveno zavarovalnico, pomanjkljiva, celo zelo pomanjkljiva in nedorečena. Ravno pomanjkljiva zakonodaja je tista, ki je v Sloveniji že v preteklosti mnogim omogočala neupravičeno bogatenje pri privatizaciji slovenskega gospodarstva. Po našem mnenju se v primeru Vzajemne ponavlja prav podobna zgodba. Je pa tokrat zadeva še bolj problematična, saj gre za zavarovalnico, pri katerih je zavarovanih kar polovica naših državljank in državljanov. Kakršnakoli privatizacija bi bila sprejemljiva le v primeru, da bi bila v interesu vseh zavarovancev. Verjetno bo marsikdo dejal, da politika posega na področje privatizacije Vzajemne, kar naj ne bi bila naša naloga. Ob tem moramo poudariti, da privatizaciji ne nasprotujemo, smo pa odločno proti takšnemu preoblikovanju Vzajemne, ki bi kakorkoli oškodovala svoje zavarovance. Zato podpiramo predlog vlade Republike Slovenije, da morebitno preoblikovanje Vzajemne uredi zakon. Posebej bi radi opozorili na postopek Agencije za zavarovalni nadzor po zakonu o zavarovalništvu, ki ugotavlja številne kršitve zakonov pri postopkih preoblikovanja Vzajemne. Kot je znano, zaradi pritožbenih postopkov agencija še ni izdala pravnomočnih odločitev. Vzajemna se seveda ves čas, sklicuje ravno na interese svojih zavarovancev, češ da je preoblikovanje potrebno prav zaradi zavarovancev oziroma v njihovo korist. Če bi bilo predstavnikom Vzajemne res kaj do interesa članstva oziroma zavarovancev, bi mirno počakali in sodelovali pri oblikovanju zakonodaje, ne pa hiteli s postopki in skupščino, na kateri posameznik nima popolnoma nobene moči. Vse hitenje v smeri hitre privatizacije pa daje občutek, da gre tudi pri tej privatizaciji za že preizkušeno metodo, o čemer je v časniku Delo pisal gospod Dušan Kidrič, nekdanji predsednik strokovnega sveta agencije za zavarovalni nadzor. Čeprav je bil danes že omenjen, ga omenjam tudi sam, in sicer takole pravi: ""Začeti postopek privatizacije napoveduje prvič, razdelitev certifikatov, drugič, nizko ovrednotenje družbe, tretjič, še nižja odkupna cena certifikatov in pozneje delnic, četrtič, koncentracija pri redkih posameznikih in petič, prodaja tujemu kupcu pod firmo strateškega partnerstva. Rezultat tega pa bi bil, da bi zavarovanci izgubili upravljavske pravice. Dolgoročno pa bi lastniki in uprava po prodaji tujemu strateškemu ""partnerju"", zaradi prevzemne premije še dodatno obogatela."" V poslanski skupini Slovenske ljudske stranke pričakujemo, da bo zlasti agencija za zavarovalni nadzor opravila svoje delo in čim prej pravnomočno zaključila začete postopke ugotavljanja kršitev zakonodaje na privatizaciji Vzajemne, čeprav se bojimo, da bo za to zmanjkalo časa. Še posebej pa bi apelirali na novinarje in medije, da raziščejo tista ozadja te privatizacije, ki jih mi ne moremo. Za enkrat se novinarji s primerom Vzajemne po našem mnenju premalo ukvarjajo, še posebej, če spremljamo opozorila raznih strokovnjakov in poznavalcev, da gre v primeru Vzajemne za ""rop stoletja"". Vodstvo Vzajemne se je privatizacije nedvomno ""dobro lotilo"". Postopke so začeli hitro in s kratkimi koraki, ki bodo, vsaj tako kaže, onemogočili ustavitev postopkov ter s tem tudi zaščito interesov naših državljank in državljanov. V poslanski skupini Slovenske ljudske stranke bomo storili vse, da se prepreči kakršnokoli oškodovanje zavarovancev Vzajemne. Hvala lepa.",Negative,"Last sentence is positive, but as seems several times before, the majority of the speech is highly negative.",,FALSE,
ParlaMint-SI_2011-10-17-SDZ5-Redna-32.u52,"Hvala lepa, čas je potekel. Besedo ima gospod Alojz Posedel. [[Ga ni.]] Gospa Darja Lavtižar Bebler, izvolite.",P_Neutral,,,TRUE,
ParlaMint-SI_2018-08-23-SDZ8-Izredna-05.u44,"Hvala za besedo, predsedujoči. Desnica rada navaja šolske primere, ampak edini primer so oni sami, ki bi morali nazaj v šolo. Če ne drugega zato, da se podučijo o tem, kaj sovražni govor je in kaj sovražni govor ni. Ravno trda parlamentarna desnica je nosilec sovražnega govora pri nas, ampak bog ne daj, da bi jim človek karkoli takega očital, potem pa skrivajo to svojo sovražno držo, seveda z agresivnim napadom na leve klopi, da kadarkoli se desnemu bloku nekdo postavi po robu, je to sovražni govor in potem že zvijajo tisto svojo definicijo na neki način, da pade v okvirčke sovražnega govora, kot njim paše. Kaj dejansko sovražni govor je, kdo ta sovražni govor sprovaja? Pred menoj je nastopila tovarišica Nataša Sukič ,lahko greste v šolo kar k njej. Sicer imate pa tudi vsak svojo tablico, vsak svoj telefon, vsak svoj računalnik, izvolite poguglati. Če želite postopkovni predlog. Predsedujoči moj postopkovni predlog je, da s tako težkimi okvirji, kot je sovražni govor, ne delamo lahkotno, ampak to uporabljamo samo takrat, ko mu je mesto, ko dejansko pride do sovražnega govora, to tudi preganjajo, ne pa kapriciozno na podlagi idejno politične agende ene, dveh poslank, poslancev ali političnih strank, kjer in ko jim to paše. Bodimo konkretni!",Negative,,,FALSE,
ParlaMint-SI_2018-09-13-SDZ8-Izredna-08.u40,"Spoštovana predsedujoča, spoštovani gospod mandatar, kolegice poslanke in poslanci, kandidatke in kandidati za ministre, tudi spoštovani gospod Miro Cerar, predsednik bivše vlade! Čeprav je Slovenija v obdobju intenzivne gospodarske rasti, nizke brezposelnosti in dobrega javnofinančnega stanja, je seznam težav ali če hočete izzivov še vedno dovolj dolg, da v naslednjem mandatu ne bo časa za počitek. Odpravljanje težav na področju zdravstva, višje pokojnine, pogajanja s sindikati javnega sektorja, zagotovitev kadrovskih in tehničnih pogojev dela v vojski, omejevanje prekarnega dela, razbremenitev plač so samo nekateri izmed ciljev koalicije, s katerimi želi izboljšati življenje sleherne državljanke in državljana Slovenije in zagotoviti boljšo prihodnost prihodnim rodovom. Pa vendar pot koalicije kljub bistveno boljšemu izhodišču, kot je bilo leta 2014, ko je začela delovati prejšnja vlada, ne bo postlana z rožami. Koalicija petih politično najbolj korajžnih in odgovornih strank je dogovorjena v sila težkem političnem ozračju, v katerem se v želji po večji medijski pozornosti vse bolj stopnjujeta jezik sovraštva in radikalizma, in sicer tako na levi kot tudi na desni strani političnega spektra. Samo primeroma, pogovor o varnosti ali pa o stanovanjski problematiki mladih skorajda ne mine več brez rasističnih vložkov povezanih z migrantsko krizo, pogovor o obdavčitvi prihodkov ali o varovanju okolja pa ne brez merjenja podjetnikov, gospodarstvenikov in besednih vložkov iz obdobja razrednega boja. Kljub temu da je ob takšnem ozračju že debata o vsebini koalicijske pogodbe družbeni prostor naelektrila onkraj zdrave izmenjave mnenj, da ne rečem onkraj zdravega razuma, smo v Stranki modernega centra prepričani, da bo koalicijsko pogodbo ne glede na to, kar si kdo misli o njej, z veliko mero strpnosti in dogovarjanj možno realizirati v dobro vseh. Slovenija danes ne potrebuje politike, ki umetno ustvarja razredni boj in tudi ne tiste, ki je nekritično servilna do interesov tistih, ki že imajo vzvode družbene moči. Slovenija danes še kako potrebuje uravnoteženo sredinsko in hkrati socialno politiko, ki bo odgovorila na omenjene izzive ekonomskega, zdravstvenega, pokojninskega, obrambnega in socialnega sistema. Dodatni izzivi nas čakajo na področju pravosodja, kjer se po najbolj aktualnih novicah zdi, da so zakoni napisani za povprečnega človeka, ki ga ni težko postaviti za zapahe, posvečeni pa so na svobodi in bodo lahko brez sankcij uživali življenje z denarjem, ki so ga nakradli ali pa oprali pred letom 2011. Če smo v prejšnjem mandatu uspeli, če uporabim prispodobo, sanirati temelje doma, ki mu rečemo Slovenija, prenoviti streho, fasado, okna, moramo sedaj tudi bivanje v tem našem domu narediti za vsakogar dostojno in tudi bolj pravično. V ta naš dom, ki mu rečemo Slovenija, moramo dosledneje vpeljati tudi kulturo strpnosti in medsebojnega spoštovanja. Leta 1990 smo glasovali za odprto in človekoljubno državo, za družbo sočutja in spoštovanja pravic, za povezanost in prijateljstvo s svetom. Želimo si, da naša država ne bo izgubljala priložnosti, da se pri sebi in v svetu uveljavi kot država ljudi ne številk, kot družba srca ne mišic, kot domovina svobode ne meja. Spoštovani! Stranka modernega centra podpira prihodnjo slovensko vlado prav zato, ker verjame, da Slovenija z njo ostaja na poti človeka, srca in svobode. Srečno trinajsti slovenski vladi in hvala, vse dobro dvanajsti. Čas je vselej pravičen razsodnik in ne dvomim, da bo pokazal, da si bomo mandat 2014–2018 zapomnili po tem, da je premec naše države obrnil v smer varne in zdrave prihodnosti. Hvala lepa.",M_Positive,"The speech is overall very positive, but there are also some very negative remarks weaved into it. Therefore I cannot fully say this is only positive. However, should we interpret the negative remarks as just state-of-affairs that need to be corrected, it could also be Positive.",,FALSE,
ParlaMint-SI_2020-04-28-SDZ8-Izredna-35.u58,"Hvala še enkrat. Kot sem prej povedal, mi namen tega zakona, kot ga predstavlja Vlada, se pravi zakon za pomoč podjetjem, da bodo ohranjala delovna mesta, podpiramo. Poudarjam pa, da je v prvi vrsti ta zakon namenjen bankam. Namreč, banke so tiste, ki bodo deležne državnih poroštev, banke so tiste, ki bodo deležne razbremenitve tveganj v primeru podeljevanja kreditov. Primer: če veliko podjetje najame 10 milijonov evrov kredita z državnim poroštvom, za 7 milijonov evrov prevzame tveganje država, za 3 milijone pa banka, 70 proti 30. Se pravi, v prvi vrsti je banka tista, ki je koristnik tega zakona, šele posredno pa podjetje preko znižane obrestne mere. Naj bi bila znižana, ampak problem je, da ta zakon ne postavlja zgornje meje obrestne mere, ampak v bistvu še vedno prepušča odločitev o ustrezni obrestni meri banki, podjetju pa nalaga, da za državno poroštvo plača premijo. Naša prva kritika je torej, da je v prvi vrsti ta zakon zakon za banke, šele v drugi vrsti je to zakon za podjetja. Zato danes, kolikor členov je še ostalo odprtih, poskušamo to pomoč pripeljati do podjetij, prvič, s tem, da se omogoči podjetjem, da koristijo zgornje omejitve, ki jih je trenutno dopustila EU, torej ne kreditov v višini 10 % letnega prometa, ampak 25 % letnega prometa, in ne kreditov v višini enokratnika lanskih stroškov dela, ampak dvokratnika lanskih stroškov dela. V nasprotnem primeru nas skrbi, da bo to podobno izzvenelo kot jamstvena shema, ki jo je prej, mislim da, omenjal tudi minister, iz leta 2009, ki je gospodarstvu omogočila 1,2 milijarde poroštev, ampak je v veliki meri ostala neizkoriščena. Sam vidim tukaj še eno podobno z letom 2009, in to je vreme, če tako rečem, v Evropski uniji ali pa razpoloženje v Evropski uniji. Leta 2009 je bilo podobno kot po tej krizi nekaj mesecev, ko so vsi evropski politiki, odločevalci postali keynesijanci. Takrat se je dopuščalo jamstvene sheme, takrat se je spodbujalo sanacije bank, takrat jeSarkozy organiziral srečanja evropske četverice največjih evropskih gospodarstev in pozival k temu, da se ustanovi nek evropski sklad, da bi evropske države krizo naslovile skupaj, s skupnimi sredstvi in da ne bi breme reševanja padlo na nacionalne države, posebej ne na majhne, kakršna je med drugimi tudi Slovenija. To je bilo leta 2009. Ampak takoj za tem se je pa razpoloženje spremenilo. Nemčija in tako imenovane severne države so začele pritiskati na to, da ne sme biti nobenega skupnega reševanja krize, dokler niso upoštevana Maastrichtska pravila, dokler se države ne zavežejo k fiskalnemu pravilu, kakršnega je leta 2009 uvedla Nemčija, in tako je vse padlo na nacionalne države. Države so bile tiste, ki so morale s svojimi sredstvi, s svojim denarjem, s svojo zadolžitvijo v izjemno neugodnih pogojih reševati svoja gospodarstva. Slovenski javni dolg je posledično poskočil na 30 milijard evrov, skozi tisto krizo. Glavni razlog, če gledamo od začetka krize pa do leta 2015, je, da ni bilo skupnega evropskega reševanja krize. In tokrat mislim, da na žalost, čeprav moram reči, da sem bil tudi sam med tistimi, ki so verjeli, da se je Evropska unija ali pa predvsem voditelji držav, da so se kaj v prejšnji krizi naučili – izgleda, da se niso. Če smo še pred enim mesecem govorili o helikopterskem denarju pa o evroobveznicah in tako naprej, imamo zdaj diktate Angele Merkel, ki govori, kako ne sme biti nobena pomoč nepovratna, kako morajo države vse dolgove poplačati. In verjetno bomo imeli v kratkem tudi pritiske po ponovnem uveljavljanju fiskalnih pravil in tako bo spet vse padlo na države. Zato ponavljamo drugo stvar, in to je tudi amandma. Država mora imeti to v uvidu. Kot je Miha Kordiš prej povedal, mi trenutno razdeljujemo milijarde in milijarde javnega denarja, treba je pa imeti v uvidu, da bo zaradi razpoloženja v Evropski uniji verjetno treba ta denar vračati. Torej, prva stvar, ki jo je treba imeti pri tem zakonu nekako v obziru, je, da ta poroštvena shema ne sme pomeniti nove socializacije izgub, se pravi nekega novega prenašanja slabih kreditov na SID kot novo slabo banko. Mi predlagamo, da se poroštvena shema organizira tako, da v primeru zapada, neplačila kredita država v zameno dobi ustrezen delež v banki, ki je to shemo koristila. To je naš amandma k 9. členu. Tudi druge države, če pogledate Nemčijo, kapitalsko vstopajo v svoja gospodarstva. Ravno prej sem prebral novico, da se je Nemčija med drugim odločila vstopiti v Lufthanso. Skratka, v strateške dele gospodarstva na čelu s finančnim sektorjem bodo države vstopale in mislim, da ni nič bogokletnega, če to pričakujemo tudi od slovenske Vlade. Ta virus je, kot je prej Robert Polnar na začetku svoje razprave namignil, v prvi vrsti virus globalizacije, v dveh smislih. Prvič. Zaradi zelo globaliziranega gospodarstva se je virus v tako kratkem času razširil po vsem svetu. In drugič, kar je pomembneje. Ko se je virus razširil po vsem svetu in so države prešle na karantene, se pravi na pilotiranje, ugašanje gospodarstev, so se čez noč potrgale globalne verige vrednosti, čez noč smo prišli tako daleč, da države, razvite države, kot so Nemčija, Slovenija, Italija in tako naprej, niso zmogle proizvesti tako osnovne stvari, kot so maske za obraz. Se pravi, kos blaga z elastiko je postal produkt, za katerega so se dobesedno na svetovnih trgih države med sabo pretepale. Joc Pečečnik je stopil pred slovenske novinarje in rekel: »Mi smo maske dobesedno ukradli.« Na Poljskem ste imeli primer, maske namenjene v Lombardijo, takrat ko je bila tam kriza, poljska država jih je zaplenila in razdelila v svoj sistem. V tako stanje smo prišli čez noč in mislim, da se je treba pripraviti na to, da bo gospodarstvo po tej krizi drugačno, da je globalizacija verjetno nek svoj vrh dosegla in da bo v prihodnosti bistveno pomembnejšo vlogo odigrala država. Zato poudarjam, država bi morala začeti razmišljati srednjeročno, kako vzpostaviti samopreskrbo z nujnim medicinskim materialom, kako vzpostaviti samopreskrbo s prehrano. Jaz res ne bi rad videl filma, v katerem bi se države na tak način, kot so se zdaj med sabo teple za maske, pretepale za, ne vem, hrano ali pa kakšne druge vire. Mislim, da ni nepomembno, da ponovno poudarim finančno suverenost. Evropa nam očitno zopet obrača hrbet in slovenska država bi morala razmišljati o tem, kako okrepiti svojo suverenost tudi na tem področju. Toliko mogoče za nekoliko širši komentar tega zakona in ukrepov naprej. Se pa seveda veselim odziva ministra.",Negative,"While in the first sentence of this speech the speaker explicitly expresses agreement with the proposal, he also pinpoints the fact that it is meant to be in favour of the banks and then goes off to argue for this position, where the speech is negative. I could also maybe see this as M_Negative, should the first part be deemed positive (which for me it isn't, but it is open to interpretation as we lack sufficient context in the first part).",TRUE,FALSE,
ParlaMint-SI_2004-04-21-SDZ3-Izredna-43.u3,"Če prihaja do navzkrižja med delom delovnih teles in plenarnim delom državnega zbora, je jasno, da je plenarno zasedanje primarno, ker danes glasujemo sproti, ni večernega glasovanja, zato bi morala biti ta seja zaključena do desete ure. Ali lahko ugotovimo, ali je ta seja bila zaključena do desete ure? Je končana. Če je seja končana, potem ni nobenih zadržkov, da ne bi šli na glasovanje in opravili tega, kar smo včeraj rekli, da bomo danes zjutraj storili. Prosim, da preverite svoje glasovalne naprave, če so kartice vložene, da ne bo potem zadreg. Torej ponavljam, glasujemo o predlogu sklepa, kakor ga je predlagal gospod dr. Andrej Bajuk. Obrazložitev glasu. Prosim, gospod Drobnič.",Negative,"I would say this has some negative connotations, but it could also be Negative.",TRUE,TRUE,
ParlaMint-SI_2010-09-21-SDZ5-Redna-20.u170,"Vedno sem vesel, kadar kolega Grims začne razlagati o demokratičnosti, ustavnosti in kar je še teh norm, ki v parlamentarni demokraciji načeloma veljajo, vsaj glede na izkušnje, ki jih je kolega Grims doslej imel z demokratičnimi, pravnimi in ustavnimi postopki pred tisto vejo oblasti, ki je na Slovanskem, pa tudi kje drugje v civiliziranem svetu, za to odgovorna. Seveda, v povesti lahko pri merjenju pametnih in Butalcev zmagajo Butalci, v praksi, hvala bogu, pa v Sloveniji v merjenju med ustavnostjo in neumnostjo ne zmaga neumnost, ampak zmaga ustavnost. To je Ustavno sodišče, kolegu Grimsu pa še posebej velikokrat, že dokazalo. Tako se bom tudi teh svaril, opozoril in še česa – mi ne smete zameriti – z vaše strani vedno lotil s kančkom, ali pa kar s kancem, ali pa še s kakšno večjo mersko enoto dvoma. Da pa v primeru invalidskih organizacij ne bo šlo za kakšne hude kršitve ustave, potrjuje tudi dejstvo, da, recimo, ta predlagani kvalificirani predlagatelj v svetu RTV, Nacionalni svet invalidskih organizacij Slovenije, že do zdaj, v zdajšnjem svetu RTV Slovenija, ki je bil širše sestavljen, kot je ta tukaj predlagani, ni imel svojega predstavnika. Najbrž je bil kakšen razlog za to. Če je bila ta ustavnost tako velika, ne dvomim, da bi vi v svoji veliki skrbi po ustavnopravnem redu, ki mora biti v Sloveniji, v štirih letih, kot ste to možnost definitivno imeli, že sprožili, pa mogoče še kdaj prej, ko ste bili tudi opozicijski poslanec ali pa tako ali drugače politik. Tako je tukaj moja vest čista, nikomur se ne mislim opravičevati, še najmanj pa na vašo pobudo, kolega Grims.",Negative,Veryyyy sarcastic.,,FALSE,
ParlaMint-SI_2004-02-26-SDZ3-Redna-34.u253,"Hvala za besedo. Repliciram gospodu kolegu Kremžarju. In sicer kar se tiče rušitve nacionalnega programa izgradnje avtocest. Nacionalni program izgradnje avtocest ste zrušili takrat, ko ste prvo državno cesto oziroma prvi kilometer državne ceste uvrstiliv NPiA. To je bilo že pred leti. Od leta 1997 bi se moral narediti nacionalni program državnih cest. In kaj smo res v tej državi prvorazredni in drugorazredni državljani? Zakaj ljudje iz kozjansko-obsotelske podregije ne morejo priti normalno na avtocestni križ? Zakaj? Zato je ta amandma nastal. Dopolnil sem ga še z ostalimi cestami. Tudi iz tistih koncev, predvsem iz štajerskega konca. In zakaj sedaj s tem svojim amandmajem rušim ta avtocestni program? To ne bo držalo. Zrušili ste ga že davno. Več bom pa povedal pri amandmajih. Hvala.",Negative,,,FALSE,
ParlaMint-SI_2013-12-18-SDZ6-Redna-20.u18,"Hvala za besedo, gospod predsednik. Lepo vas pozdravljam, spoštovane kolegice, spoštovani kolegi, spoštovana gospa državna sekretarka s sodelavcema! Namen tokratne, že osme novele Zakona o prekrških je odpraviti nekatere pomanjkljivosti, ki so bile ugotovljene pri samem izvajanju zakona, in ga uskladiti z drugimi sprejetimi zakoni oziroma novelami zakonov. Čeprav razumemo namen in željo predlagatelja tega zakona, da bi prišlo do izboljšanja zakonodaje in učinkovitejšega dela prekrškovnih organov, poudarjamo, da prepogosto spreminjanje zakona bolj ovira kot pa olajšuje izvajanje tega zakona. Krščanski demokrati opozarjamo, da je Zakon o prekrških sistemski zakon in bi bil poseg vanj upravičen le, če za to obstajajo tehtni in vsebinski razlogi. To je naše ključno sporočilo. V zvezi z vsebino predlaganih sprememb Zakona o prekrških smo krščanski demokrati opozorili na neustreznost odprave 30-dnevnega zastaralnega roka za prekrške, kjer se dejansko stanje ugotavlja s tehničnimi sredstvi in kršitelj s kršitvijo ni bil seznanjen. V ta namen smo na matičnem delovnem telesu vložili amandma, ki je bil na Odboru za pravosodje sprejet. Ta 30-dnevni zastaralni rok za začetek postopka je primeren, saj se, vsaj v večini primerov, dejansko stanje prekrška ob izdaji plačilnega naloga ali odločbe o prekršku dodatno ne ugotavlja, kršitelju pa se omogoča uspešno obrambo. V enomesečnem roku namreč kršitelj še lahko pridobi in predloži prekrškovnemu organu ustrezne dokaze v svojo korist. Zagotavlja se ažurno delo prekrškovnih organov pri obravnavanju prekrškov v hitrem postopku. V interesu države mora namreč biti hitro odločanje v enostavnejših prekrškovnih postopkih zaradi doseganja namenov kaznovanja z vidika generalne in specialne prevencije. V predlogu zakona je predlagano tudi zvišanje najnižjega zneska izrečene globe za možnost nadomestitve plačila globe z delom v splošno korist ali korist samoupravne lokalne skupnosti z dosedanjih 120 na 300 evrov. Ta rešitev se nam ne zdi ustrezna glede na velik delež izrečenih glob prav v nižjih zneskih, torej do 300 evrov. Velik delež kršiteljev namreč nima ne dohodkov ne premoženja, na primer, dijaki, študentje, brezposelni, upokojenci, ali pa so njihovi prihodki tako nizki, da prisilna izterjava izrečene globe ne bo uspešna, četudi gre za relativno nizke zneske izrečene globe. Torej bo posledično prišlo do velikega deleža izrečenih, vendar neizterljivih glob, kar bo potencialnim kršiteljem brez dohodkov ali z nizkimi dohodki sporočilo, da se večine prekrškov sploh več ne sankcionira. Še zlasti ob upoštevanju dejstva, da za zneske, izrečene globe do 300 evrov, tudi ne bo mogoče izreči uklonilnega zapora. Prepričani smo, da mora biti možnost nadomestitve plačila globe z delom v splošno korist ali korist samoupravne lokalne skupnosti postavljeno tako, da se dosega generalno preventivni namen kaznovanja v vseh, poudarjam, v vseh prekrškovnih postopkih. Sedanja meja 120 evrov izrečene globe zagotavlja učinkovito sankcioniranje vseh storilcev prekrškov, kar se je potrdilo tudi pri dosedanjem izvajanju zakona in je zato ni smiselno spreminjati. V Novi Sloveniji menimo, da nova rešitev tega vprašanja ni dobra in je zato ne podpiramo. Poslanci Poslanske skupine Nove Slovenije torej menimo, da je noveliranje tega zakona nepotrebno. Tudi rešitve, ki jih prinaša, ne spodbujajo k večjemu spoštovanju predpisov. Iz teh razlogov Predloga zakona o spremembah in dopolnitvah Zakona o prekrških ne bomo podprli. Hvala lepa.",Negative,"Speaker outlines (negative) reasons why the proposal should not be supported (or rather, why they will not support it). The tone is negative, but a bit weak. Could also be M_Negative.",TRUE,FALSE,
