ID,Term,Date,utt_annotations,labels,sentiment,Speaker_party,Party_status,Party_orientation
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u243,Term 5,2011-02-04,3.59,Mixed Positive,Positive,SNS,Opposition,Right to far-right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u241,Term 5,2011-02-04,0.17,Negative,Negative,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u239,Term 5,2011-02-04,0.15,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u237,Term 5,2011-02-04,2.69,Neutral Positive,Neutral,Zares,Coalition,Centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u128,Term 5,2011-02-04,0.05,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u233,Term 5,2011-02-04,0.44,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u230,Term 5,2011-02-04,1.99,Neutral Negative,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u228,Term 5,2011-02-04,2.17,Neutral Negative,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u226,Term 5,2011-02-04,0.12,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u224,Term 5,2011-02-04,4.79,Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u222,Term 5,2011-02-04,0.54,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u220,Term 5,2011-02-04,1.64,Neutral Negative,Neutral,,,
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u218,Term 5,2011-02-04,2.4,Neutral Negative,Neutral,,,
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u216,Term 5,2011-02-04,1.7,Neutral Negative,Neutral,,,
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u214,Term 5,2011-02-04,2.62,Neutral Positive,Neutral,,,
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u249,Term 5,2011-02-04,0.6,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u212,Term 5,2011-02-04,0.57,Mixed Negative,Negative,,,
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u251,Term 5,2011-02-04,0.92,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u255,Term 5,2011-02-04,0.06,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u289,Term 5,2011-02-04,5.0,Positive,Positive,,,
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u287,Term 5,2011-02-04,0.4,Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u285,Term 5,2011-02-04,0.18,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u283,Term 5,2011-02-04,2.42,Neutral Negative,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u281,Term 5,2011-02-04,0.22,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u279,Term 5,2011-02-04,3.12,Neutral Positive,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u277,Term 5,2011-02-04,0.02,Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u275,Term 5,2011-02-04,0.02,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u273,Term 5,2011-02-04,1.11,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u271,Term 5,2011-02-04,0.04,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u269,Term 5,2011-02-04,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u267,Term 5,2011-02-04,2.12,Neutral Negative,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u265,Term 5,2011-02-04,0.3,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u263,Term 5,2011-02-04,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u261,Term 5,2011-02-04,0.14,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u259,Term 5,2011-02-04,3.38,Neutral Positive,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u257,Term 5,2011-02-04,0.04,Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u253,Term 5,2011-02-04,0.43,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u210,Term 5,2011-02-04,2.35,Neutral Negative,Neutral,,,
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u235,Term 5,2011-02-04,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u206,Term 5,2011-02-04,0.06,Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u170,Term 5,2011-02-04,0.4,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u168,Term 5,2011-02-04,0.0,Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u166,Term 5,2011-02-04,0.41,Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u164,Term 5,2011-02-04,0.74,Mixed Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u162,Term 5,2011-02-04,3.31,Neutral Positive,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u160,Term 5,2011-02-04,0.13,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u158,Term 5,2011-02-04,1.25,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u156,Term 5,2011-02-04,0.7,Mixed Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u154,Term 5,2011-02-04,3.07,Neutral Positive,Neutral,SNS,Opposition,Right to far-right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u172,Term 5,2011-02-04,2.79,Neutral Positive,Neutral,,,
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u152,Term 5,2011-02-04,0.92,Mixed Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u148,Term 5,2011-02-04,1.48,Mixed Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u146,Term 5,2011-02-04,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u144,Term 5,2011-02-04,3.31,Neutral Positive,Neutral,Zares,Coalition,Centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u208,Term 5,2011-02-04,2.59,Neutral Positive,Neutral,,,
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u140,Term 5,2011-02-04,0.02,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u138,Term 5,2011-02-04,0.28,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u136,Term 5,2011-02-04,0.36,Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u134,Term 5,2011-02-04,0.01,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u132,Term 5,2011-02-04,0.03,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u150,Term 5,2011-02-04,1.51,Neutral Negative,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u174,Term 5,2011-02-04,1.52,Neutral Negative,Neutral,SLS,Opposition,Centre-right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u142,Term 5,2011-02-04,3.17,Neutral Positive,Neutral,,,
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u178,Term 5,2011-02-04,0.05,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u176,Term 5,2011-02-04,0.08,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u204,Term 5,2011-02-04,0.29,Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u202,Term 5,2011-02-04,0.69,Mixed Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u200,Term 5,2011-02-04,1.95,Neutral Negative,Neutral,,,
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u198,Term 5,2011-02-04,0.16,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u194,Term 5,2011-02-04,1.19,Mixed Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u192,Term 5,2011-02-04,0.49,Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u190,Term 5,2011-02-04,0.01,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u188,Term 5,2011-02-04,1.21,Mixed Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u196,Term 5,2011-02-04,2.89,Neutral Positive,Neutral,,,
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u186,Term 5,2011-02-04,1.76,Neutral Negative,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u180,Term 5,2011-02-04,3.0,Neutral Positive,Neutral,SDS,Opposition,Right
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u184,Term 5,2011-02-04,4.08,Mixed Positive,Positive,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.ana.u182,Term 5,2011-02-04,0.51,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u100,Term 5,2011-02-09,1.25,Mixed Negative,Negative,NP,,
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u120,Term 5,2011-02-09,2.28,Neutral Negative,Neutral,,,
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u118,Term 5,2011-02-09,0.0,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u116,Term 5,2011-02-09,0.69,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u114,Term 5,2011-02-09,4.39,Mixed Positive,Positive,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u112,Term 5,2011-02-09,0.32,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u110,Term 5,2011-02-09,3.91,Mixed Positive,Positive,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u108,Term 5,2011-02-09,4.0,Mixed Positive,Positive,SLS,Opposition,Centre-right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u104,Term 5,2011-02-09,0.49,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u98,Term 5,2011-02-09,2.2,Neutral Negative,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u102,Term 5,2011-02-09,4.95,Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u88,Term 5,2011-02-09,0.04,Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u90,Term 5,2011-02-09,0.0,Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u122,Term 5,2011-02-09,2.14,Neutral Negative,Neutral,,,
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u92,Term 5,2011-02-09,0.56,Mixed Negative,Negative,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u94,Term 5,2011-02-09,0.14,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u96,Term 5,2011-02-09,1.71,Neutral Negative,Neutral,,,
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u106,Term 5,2011-02-09,4.99,Positive,Positive,Zares,Coalition,Centre-left
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u124,Term 5,2011-02-09,0.29,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u138,Term 5,2011-02-09,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u128,Term 5,2011-02-09,0.38,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u163,Term 5,2011-02-09,2.89,Neutral Positive,Neutral,SDS,Opposition,Right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u161,Term 5,2011-02-09,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u158,Term 5,2011-02-09,0.82,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u156,Term 5,2011-02-09,0.81,Mixed Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u154,Term 5,2011-02-09,0.11,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u152,Term 5,2011-02-09,3.47,Neutral Positive,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u150,Term 5,2011-02-09,3.54,Mixed Positive,Positive,,,
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u86,Term 5,2011-02-09,0.12,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u148,Term 5,2011-02-09,1.02,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u146,Term 5,2011-02-09,2.65,Neutral Positive,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u144,Term 5,2011-02-09,0.31,Negative,Negative,,,
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u142,Term 5,2011-02-09,3.63,Mixed Positive,Positive,SLS,Opposition,Centre-right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u140,Term 5,2011-02-09,0.26,Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u136,Term 5,2011-02-09,4.12,Mixed Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u134,Term 5,2011-02-09,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u132,Term 5,2011-02-09,0.45,Negative,Negative,,,
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u130,Term 5,2011-02-09,0.01,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u126,Term 5,2011-02-09,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u84,Term 5,2011-02-09,0.13,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u82,Term 5,2011-02-09,0.05,Negative,Negative,,,
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u80,Term 5,2011-02-09,0.0,Negative,Negative,NP,,
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u36,Term 5,2011-02-09,0.4,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u34,Term 5,2011-02-09,0.0,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u32,Term 5,2011-02-09,2.84,Neutral Positive,Neutral,SNS,Opposition,Right to far-right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u30,Term 5,2011-02-09,2.96,Neutral Positive,Neutral,SNS,Opposition,Right to far-right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u28,Term 5,2011-02-09,0.0,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u26,Term 5,2011-02-09,0.0,Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u22,Term 5,2011-02-09,0.04,Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u20,Term 5,2011-02-09,0.54,Mixed Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u18,Term 5,2011-02-09,0.08,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u16,Term 5,2011-02-09,4.05,Mixed Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u14,Term 5,2011-02-09,1.92,Neutral Negative,Neutral,NP,,
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u12,Term 5,2011-02-09,4.06,Mixed Positive,Positive,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u10,Term 5,2011-02-09,0.25,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u8,Term 5,2011-02-09,1.63,Neutral Negative,Neutral,SDS,Opposition,Right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u6,Term 5,2011-02-09,1.38,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u4,Term 5,2011-02-09,0.94,Mixed Negative,Negative,,,
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u2,Term 5,2011-02-09,0.27,Negative,Negative,,,
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u38,Term 5,2011-02-09,0.68,Mixed Negative,Negative,,,
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u40,Term 5,2011-02-09,0.04,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u24,Term 5,2011-02-09,4.7,Positive,Positive,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u44,Term 5,2011-02-09,0.36,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u78,Term 5,2011-02-09,0.01,Negative,Negative,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u42,Term 5,2011-02-09,0.45,Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u76,Term 5,2011-02-09,1.41,Mixed Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u74,Term 5,2011-02-09,0.0,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u72,Term 5,2011-02-09,0.0,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u70,Term 5,2011-02-09,0.3,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u66,Term 5,2011-02-09,0.0,Negative,Negative,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u64,Term 5,2011-02-09,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u62,Term 5,2011-02-09,0.06,Negative,Negative,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u68,Term 5,2011-02-09,0.6,Mixed Negative,Negative,,,
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u58,Term 5,2011-02-09,0.03,Negative,Negative,,,
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u56,Term 5,2011-02-09,0.36,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u54,Term 5,2011-02-09,0.76,Mixed Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u52,Term 5,2011-02-09,0.47,Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u50,Term 5,2011-02-09,0.0,Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u48,Term 5,2011-02-09,0.09,Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u46,Term 5,2011-02-09,0.4,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-09-SDZ5-Izredna-39.ana.u60,Term 5,2011-02-09,0.43,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u50,Term 5,2011-02-17,0.18,Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u62,Term 5,2011-02-17,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u52,Term 5,2011-02-17,0.19,Negative,Negative,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u54,Term 5,2011-02-17,1.22,Mixed Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u56,Term 5,2011-02-17,2.83,Neutral Positive,Neutral,SLS,Opposition,Centre-right
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u58,Term 5,2011-02-17,0.0,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u60,Term 5,2011-02-17,0.01,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u64,Term 5,2011-02-17,0.09,Negative,Negative,,,
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u80,Term 5,2011-02-17,1.99,Neutral Negative,Neutral,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u68,Term 5,2011-02-17,0.17,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u70,Term 5,2011-02-17,1.86,Neutral Negative,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u72,Term 5,2011-02-17,0.0,Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u74,Term 5,2011-02-17,0.08,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u76,Term 5,2011-02-17,0.01,Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u78,Term 5,2011-02-17,0.18,Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u48,Term 5,2011-02-17,0.08,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u66,Term 5,2011-02-17,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u46,Term 5,2011-02-17,0.1,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u6,Term 5,2011-02-17,2.64,Neutral Positive,Neutral,SDS,Opposition,Right
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u42,Term 5,2011-02-17,0.04,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u82,Term 5,2011-02-17,0.16,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u8,Term 5,2011-02-17,1.49,Mixed Negative,Negative,,,
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u10,Term 5,2011-02-17,1.84,Neutral Negative,Neutral,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u12,Term 5,2011-02-17,3.02,Neutral Positive,Neutral,,,
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u14,Term 5,2011-02-17,0.99,Mixed Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u16,Term 5,2011-02-17,0.44,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u18,Term 5,2011-02-17,1.43,Mixed Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u20,Term 5,2011-02-17,2.18,Neutral Negative,Neutral,SLS,Opposition,Centre-right
ParlaMint-SI_2011-02-17-SDZ5-Izredna-40.ana.u44,Term 5,2011-02-17,0.73,Mixed Negative,Negative,SLS,Opposition,Centre-right
